Apps,Version,Pubs,Datasets,NTAX,Alignment_counts,Site_counts,Datatype,Analyses,Platform,OS_name,CPU,Benchmark_dates,Latest_bench,Execution_time,RAM_usage_kb,Percent_CPU_usage,Execution_time_secs,RAM_usage_Mb
SEGUL (--datatype ignore),v0.18.1,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Sequence Removal,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/06/2022,TRUE,0:00.17,34792,1782,0.17,33.9765625
SEGUL (--datatype ignore),v0.18.1,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Sequence Removal,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/06/2022,TRUE,0:00.18,36452,1827,0.18,35.59765625
SEGUL (--datatype ignore),v0.18.1,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Sequence Removal,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/06/2022,TRUE,0:00.18,33652,1808,0.18,32.86328125
SEGUL (--datatype ignore),v0.18.1,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Sequence Removal,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/06/2022,TRUE,0:00.17,36892,1839,0.17,36.02734375
SEGUL (--datatype ignore),v0.18.1,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Sequence Removal,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/06/2022,TRUE,0:00.17,34200,1827,0.17,33.3984375
SEGUL (--datatype ignore),v0.18.1,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Sequence Removal,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/06/2022,TRUE,0:00.17,35984,1791,0.17,35.140625
SEGUL (--datatype ignore),v0.18.1,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Sequence Removal,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/06/2022,TRUE,0:00.19,34184,1722,0.19,33.3828125
SEGUL (--datatype ignore),v0.18.1,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Sequence Removal,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/06/2022,TRUE,0:00.20,34452,1615,0.2,33.64453125
SEGUL (--datatype ignore),v0.18.1,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Sequence Removal,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/06/2022,TRUE,0:00.17,36368,1805,0.17,35.515625
SEGUL (--datatype ignore),v0.18.1,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Sequence Removal,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/06/2022,TRUE,0:00.17,36340,1815,0.17,35.48828125
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Sequence Removal,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/06/2022,TRUE,0:02.19,740672,996,2.19,723.3125
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Sequence Removal,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/06/2022,TRUE,0:02.19,742212,998,2.19,724.81640625
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Sequence Removal,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/06/2022,TRUE,0:02.18,738948,1008,2.18,721.62890625
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Sequence Removal,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/06/2022,TRUE,0:02.24,741932,978,2.24,724.54296875
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Sequence Removal,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/06/2022,TRUE,0:02.24,738920,967,2.24,721.6015625
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Sequence Removal,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/06/2022,TRUE,0:02.18,740700,1002,2.18,723.33984375
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Sequence Removal,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/06/2022,TRUE,0:02.18,738592,1005,2.18,721.28125
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Sequence Removal,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/06/2022,TRUE,0:02.30,738760,955,2.3,721.4453125
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Sequence Removal,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/06/2022,TRUE,0:02.18,738556,1007,2.18,721.24609375
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Sequence Removal,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/06/2022,TRUE,0:02.24,738988,988,2.24,721.66796875
AMAS (--check-align),v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Sequence Removal,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/06/2022,TRUE,3:13.17,738744,110,13.17,721.4296875
AMAS (--check-align),v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Sequence Removal,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/06/2022,TRUE,3:15.18,738724,110,15.18,721.41015625
AMAS (--check-align),v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Sequence Removal,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/06/2022,TRUE,3:23.85,738656,109,23.85,721.34375
AMAS (--check-align),v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Sequence Removal,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/06/2022,TRUE,3:32.41,738904,109,32.41,721.5859375
AMAS (--check-align),v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Sequence Removal,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/06/2022,TRUE,3:13.78,738980,110,13.78,721.66015625
AMAS (--check-align),v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Sequence Removal,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/06/2022,TRUE,3:27.74,738684,109,27.74,721.37109375
AMAS (--check-align),v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Sequence Removal,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/06/2022,TRUE,3:10.80,740504,110,10.8,723.1484375
AMAS (--check-align),v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Sequence Removal,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/06/2022,TRUE,3:16.04,739208,110,16.04,721.8828125
AMAS (--check-align),v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Sequence Removal,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/06/2022,TRUE,3:11.38,738692,110,11.38,721.37890625
AMAS (--check-align),v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Sequence Removal,Desktop,Linux,AMD Ryzen 9 3900X 12-Core Processor,10/06/2022,TRUE,3:29.42,738724,109,29.42,721.41015625
