Apps,Version,Pubs,Datasets,NTAX,Alignment_counts,Site_counts,Datatype,Analyses,Platform,OS_name,CPU,Benchmark_dates,Latest_bench,Execution_time,RAM_usage_kb,Percent_CPU_usage,Execution_time_secs,RAM_usage_Mb
SEGUL (--datatype ignore),v0.18.1,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.28,631600,136,1.28,616.796875
SEGUL (--datatype ignore),v0.18.1,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.19,629552,146,1.19,614.796875
SEGUL (--datatype ignore),v0.18.1,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.04,635104,167,1.04,620.21875
SEGUL (--datatype ignore),v0.18.1,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.04,635504,168,1.04,620.609375
SEGUL (--datatype ignore),v0.18.1,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.03,637248,167,1.03,622.3125
SEGUL (--datatype ignore),v0.18.1,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.04,661936,167,1.04,646.421875
SEGUL (--datatype ignore),v0.18.1,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.06,637504,164,1.06,622.5625
SEGUL (--datatype ignore),v0.18.1,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.84,698048,133,1.84,681.6875
SEGUL (--datatype ignore),v0.18.1,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.56,703584,172,1.56,687.09375
SEGUL (--datatype ignore),v0.18.1,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.55,701680,174,1.55,685.234375
SEGUL (--datatype ignore),v0.18.1,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.53,694640,176,1.53,678.359375
SEGUL (--datatype ignore),v0.18.1,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.53,694624,176,1.53,678.34375
SEGUL (--datatype ignore),v0.18.1,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.53,694448,177,1.53,678.171875
SEGUL (--datatype ignore),v0.18.1,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.57,697984,171,1.57,681.625
SEGUL (--datatype ignore),v0.18.1,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.55,697056,173,1.55,680.71875
SEGUL (--datatype ignore),v0.18.1,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.53,734080,176,1.53,716.875
SEGUL (--datatype ignore),v0.18.1,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.54,695856,175,1.54,679.546875
SEGUL (--datatype ignore),v0.18.1,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.26,559712,133,1.26,546.59375
SEGUL (--datatype ignore),v0.18.1,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.01,559360,180,1.01,546.25
SEGUL (--datatype ignore),v0.18.1,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.00,568032,182,1,554.71875
SEGUL (--datatype ignore),v0.18.1,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.01,570544,181,1.01,557.171875
SEGUL (--datatype ignore),v0.18.1,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.03,567152,177,1.03,553.859375
SEGUL (--datatype ignore),v0.18.1,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.05,568896,174,1.05,555.5625
SEGUL (--datatype ignore),v0.18.1,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.04,562192,175,1.04,549.015625
SEGUL (--datatype ignore),v0.18.1,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.01,561808,180,1.01,548.640625
SEGUL (--datatype ignore),v0.18.1,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.01,572304,181,1.01,558.890625
SEGUL (--datatype ignore),v0.18.1,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.02,567488,179,1.02,554.1875
SEGUL (--datatype ignore),v0.18.1,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.33,399056,127,1.33,389.703125
SEGUL (--datatype ignore),v0.18.1,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.02,397536,192,1.02,388.21875
SEGUL (--datatype ignore),v0.18.1,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.01,395712,193,1.01,386.4375
SEGUL (--datatype ignore),v0.18.1,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.04,410096,189,1.04,400.484375
SEGUL (--datatype ignore),v0.18.1,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.02,427264,192,1.02,417.25
SEGUL (--datatype ignore),v0.18.1,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.04,401344,188,1.04,391.9375
SEGUL (--datatype ignore),v0.18.1,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.02,400160,192,1.02,390.78125
SEGUL (--datatype ignore),v0.18.1,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.03,398256,188,1.03,388.921875
SEGUL (--datatype ignore),v0.18.1,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.01,484080,193,1.01,472.734375
SEGUL (--datatype ignore),v0.18.1,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.01,402480,193,1.01,393.046875
AMAS,v1.02,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.03,2200480,442,3.03,2148.90625
AMAS,v1.02,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.02,2199376,447,3.02,2147.828125
AMAS,v1.02,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.01,2203584,443,3.01,2151.9375
AMAS,v1.02,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.98,2193680,448,2.98,2142.265625
AMAS,v1.02,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.99,2209808,450,2.99,2158.015625
AMAS,v1.02,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.98,2197200,449,2.98,2145.703125
AMAS,v1.02,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.99,2183760,447,2.99,2132.578125
AMAS,v1.02,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.98,2211152,449,2.98,2159.328125
AMAS,v1.02,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.99,2204992,446,2.99,2153.3125
AMAS,v1.02,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.99,2201104,447,2.99,2149.515625
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:05.84,2407472,407,5.84,2351.046875
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:05.86,2416560,405,5.86,2359.921875
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:05.83,2407696,406,5.83,2351.265625
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:05.80,2412304,409,5.8,2355.765625
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:05.80,2412000,409,5.8,2355.46875
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:05.83,2400096,408,5.83,2343.84375
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:05.81,2413120,409,5.81,2356.5625
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:05.83,2403216,408,5.83,2346.890625
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:05.81,2407296,408,5.81,2350.875
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:05.81,2407968,409,5.81,2351.53125
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.18,1961040,527,3.18,1915.078125
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.17,1973408,530,3.17,1927.15625
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.19,1981248,522,3.19,1934.8125
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.19,1969984,531,3.19,1923.8125
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.16,1976352,529,3.16,1930.03125
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.18,1960080,527,3.18,1914.140625
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.19,1977616,526,3.19,1931.265625
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.15,1984224,532,3.15,1937.71875
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.16,1964928,534,3.16,1918.875
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.22,1973616,519,3.22,1927.359375
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.97,1403664,417,2.97,1370.765625
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.70,1424704,446,2.7,1391.3125
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.68,1415280,449,2.68,1382.109375
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.69,1418288,449,2.69,1385.046875
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.74,1410448,436,2.74,1377.390625
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.71,1451472,445,2.71,1417.453125
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.76,1407968,438,2.76,1374.96875
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.79,1421872,437,2.79,1388.546875
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.73,1439008,445,2.73,1405.28125
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.72,1435184,447,2.72,1401.546875
