Apps,Version,Pubs,Datasets,ntax,alignment_counts,site_counts,Datatype,Analyses,Platform,OS_name,CPU,Benchmark_dates,Latest_bench,Execution_time,RAM_usage_kb,percent_CPU_usage,execution_time_secs,RAM_usage_Mb
SEGUL,v0.18.1,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.64,851504,112,03.640,831.546875
SEGUL,v0.18.1,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.10,701696,137,03.100,685.25
SEGUL,v0.18.1,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.14,696848,135,03.140,680.515625
SEGUL,v0.18.1,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.11,852832,137,03.110,832.84375
SEGUL,v0.18.1,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.10,696512,137,03.100,680.1875
SEGUL,v0.18.1,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.10,705168,136,03.100,688.640625
SEGUL,v0.18.1,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.10,697504,137,03.100,681.15625
SEGUL,v0.18.1,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.08,703920,134,03.080,687.421875
SEGUL,v0.18.1,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.10,699520,137,03.100,683.125
SEGUL,v0.18.1,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.11,702208,137,03.110,685.75
SEGUL,v0.18.1,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.33,563296,114,03.330,550.09375
SEGUL,v0.18.1,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.08,568304,126,03.080,554.984375
SEGUL,v0.18.1,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.09,558464,126,03.090,545.375
SEGUL,v0.18.1,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.09,569120,126,03.090,555.78125
SEGUL,v0.18.1,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.10,565792,126,03.100,552.53125
SEGUL,v0.18.1,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.09,573248,126,03.090,559.8125
SEGUL,v0.18.1,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.09,561520,126,03.090,548.359375
SEGUL,v0.18.1,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.08,628304,125,03.080,613.578125
SEGUL,v0.18.1,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.09,684336,126,03.090,668.296875
SEGUL,v0.18.1,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.12,566752,125,03.120,553.46875
SEGUL,v0.18.1,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.40,402000,120,02.400,392.578125
SEGUL,v0.18.1,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.07,395744,144,02.070,386.46875
SEGUL,v0.18.1,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.04,395024,145,02.040,385.765625
SEGUL,v0.18.1,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.05,395328,146,02.050,386.0625
SEGUL,v0.18.1,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.06,402816,145,02.060,393.375
SEGUL,v0.18.1,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.09,401728,143,02.090,392.3125
SEGUL,v0.18.1,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.07,401360,144,02.070,391.953125
SEGUL,v0.18.1,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.11,405632,142,02.110,396.125
SEGUL,v0.18.1,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.07,399968,144,02.070,390.59375
SEGUL,v0.18.1,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.07,401312,144,02.070,391.90625
SEGUL (--datatype ignore),v0.18.1,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.33,629440,122,01.330,614.6875
SEGUL (--datatype ignore),v0.18.1,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.09,629760,159,01.090,615
SEGUL (--datatype ignore),v0.18.1,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.04,704448,168,01.040,687.9375
SEGUL (--datatype ignore),v0.18.1,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.28,631600,136,01.280,616.796875
SEGUL (--datatype ignore),v0.18.1,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.19,629552,146,01.190,614.796875
SEGUL (--datatype ignore),v0.18.1,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.04,635104,167,01.040,620.21875
SEGUL (--datatype ignore),v0.18.1,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.04,635504,168,01.040,620.609375
SEGUL (--datatype ignore),v0.18.1,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.03,637248,167,01.030,622.3125
SEGUL (--datatype ignore),v0.18.1,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.04,661936,167,01.040,646.421875
SEGUL (--datatype ignore),v0.18.1,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.06,637504,164,01.060,622.5625
SEGUL (--datatype ignore),v0.18.1,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.84,698048,133,01.840,681.6875
SEGUL (--datatype ignore),v0.18.1,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.56,703584,172,01.560,687.09375
SEGUL (--datatype ignore),v0.18.1,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.55,701680,174,01.550,685.234375
SEGUL (--datatype ignore),v0.18.1,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.53,694640,176,01.530,678.359375
SEGUL (--datatype ignore),v0.18.1,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.53,694624,176,01.530,678.34375
SEGUL (--datatype ignore),v0.18.1,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.53,694448,177,01.530,678.171875
SEGUL (--datatype ignore),v0.18.1,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.57,697984,171,01.570,681.625
SEGUL (--datatype ignore),v0.18.1,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.55,697056,173,01.550,680.71875
SEGUL (--datatype ignore),v0.18.1,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.53,734080,176,01.530,716.875
SEGUL (--datatype ignore),v0.18.1,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.54,695856,175,01.540,679.546875
SEGUL (--datatype ignore),v0.18.1,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.26,559712,133,01.260,546.59375
SEGUL (--datatype ignore),v0.18.1,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.01,559360,180,01.010,546.25
SEGUL (--datatype ignore),v0.18.1,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.00,568032,182,01,554.71875
SEGUL (--datatype ignore),v0.18.1,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.01,570544,181,01.010,557.171875
SEGUL (--datatype ignore),v0.18.1,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.03,567152,177,01.030,553.859375
SEGUL (--datatype ignore),v0.18.1,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.05,568896,174,01.050,555.5625
SEGUL (--datatype ignore),v0.18.1,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.04,562192,175,01.040,549.015625
SEGUL (--datatype ignore),v0.18.1,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.01,561808,180,01.010,548.640625
SEGUL (--datatype ignore),v0.18.1,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.01,572304,181,01.010,558.890625
SEGUL (--datatype ignore),v0.18.1,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.02,567488,179,01.020,554.1875
SEGUL (--datatype ignore),v0.18.1,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.33,399056,127,01.330,389.703125
SEGUL (--datatype ignore),v0.18.1,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.02,397536,192,01.020,388.21875
SEGUL (--datatype ignore),v0.18.1,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.01,395712,193,01.010,386.4375
SEGUL (--datatype ignore),v0.18.1,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.04,410096,189,01.040,400.484375
SEGUL (--datatype ignore),v0.18.1,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.02,427264,192,01.020,417.25
SEGUL (--datatype ignore),v0.18.1,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.04,401344,188,01.040,391.9375
SEGUL (--datatype ignore),v0.18.1,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.02,400160,192,01.020,390.78125
SEGUL (--datatype ignore),v0.18.1,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.03,398256,188,01.030,388.921875
SEGUL (--datatype ignore),v0.18.1,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.01,484080,193,01.010,472.734375
SEGUL (--datatype ignore),v0.18.1,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:01.01,402480,193,01.010,393.046875
AMAS,v1.02,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.03,2200480,442,03.030,2148.90625
AMAS,v1.02,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.02,2199376,447,03.020,2147.828125
AMAS,v1.02,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.01,2203584,443,03.010,2151.9375
AMAS,v1.02,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.98,2193680,448,02.980,2142.265625
AMAS,v1.02,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.99,2209808,450,02.990,2158.015625
AMAS,v1.02,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.98,2197200,449,02.980,2145.703125
AMAS,v1.02,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.99,2183760,447,02.990,2132.578125
AMAS,v1.02,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.98,2211152,449,02.980,2159.328125
AMAS,v1.02,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.99,2204992,446,02.990,2153.3125
AMAS,v1.02,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.99,2201104,447,02.990,2149.515625
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:05.84,2407472,407,05.840,2351.046875
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:05.86,2416560,405,05.860,2359.921875
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:05.83,2407696,406,05.830,2351.265625
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:05.80,2412304,409,05.800,2355.765625
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:05.80,2412000,409,05.800,2355.46875
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:05.83,2400096,408,05.830,2343.84375
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:05.81,2413120,409,05.810,2356.5625
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:05.83,2403216,408,05.830,2346.890625
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:05.81,2407296,408,05.810,2350.875
AMAS,v1.02,Oliveros et al. 2019,Oliveros et al. 2019 (DNA),221,4060,2464926,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:05.81,2407968,409,05.810,2351.53125
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.18,1961040,527,03.180,1915.078125
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.17,1973408,530,03.170,1927.15625
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.19,1981248,522,03.190,1934.8125
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.19,1969984,531,03.190,1923.8125
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.16,1976352,529,03.160,1930.03125
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.18,1960080,527,03.180,1914.140625
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.19,1977616,526,03.190,1931.265625
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.15,1984224,532,03.150,1937.71875
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.16,1964928,534,03.160,1918.875
AMAS,v1.02,Jarvis et al. 2014,Jarvis et al. 2014 (DNA),49,3679,9251694,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:03.22,1973616,519,03.220,1927.359375
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.97,1403664,417,02.970,1370.765625
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.70,1424704,446,02.700,1391.3125
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.68,1415280,449,02.680,1382.109375
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.69,1418288,449,02.690,1385.046875
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.74,1410448,436,02.740,1377.390625
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.71,1451472,445,02.710,1417.453125
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.76,1407968,438,02.760,1374.96875
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.79,1421872,437,02.790,1388.546875
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.73,1439008,445,02.730,1405.28125
AMAS,v1.02,Chan et al. 2020,Chan et al. 2020 (DNA),50,13181,6180393,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:02.72,1435184,447,02.720,1401.546875
AMAS,v1.02,Esselstyn et al. 2021,Esselstyn et al. 2021 (DNA),102,4040,5398947,DNA,Alignment Concatenation,Desktop,macOS,Apple M1,10/08/2022,TRUE,0:10.82,2195920,198,10.820,2144.453125
